rating,rorb_id,rby,ron
10,410,4,1650
6,411,4,1655
8,412,4,1665
8,413,4,1711
2,414,4,1786
10,415,4,1804
2,416,4,1821
8,417,4,1854
10,418,4,1858
4,419,4,1873
8,420,4,1914
2,421,4,1915
4,422,4,1920
10,423,4,1930
10,424,4,1970
8,425,4,1982
8,426,4,2017
10,427,4,2020
4,428,4,2042
4,429,4,2054
8,430,4,2075
8,431,4,2100
10,432,4,2111
8,433,4,2118
6,434,4,2133
10,435,4,2136
8,436,4,2187
2,437,4,2198
8,438,4,2199
8,439,4,2215
8,440,4,2240
8,441,4,2283
6,442,4,2305
10,443,4,2312
8,444,4,2321
8,445,4,2337
4,446,4,2389
2,447,4,2392
10,448,4,2406
4,449,4,2426
2,450,4,2463
6,451,4,2592
6,452,4,2607
8,453,4,2659
6,454,4,2668
8,455,4,2710
6,456,4,2736
2,457,4,2744
6,458,4,2748
8,459,4,2749
6,460,4,2754
6,461,4,2755
8,462,4,2759
10,463,4,2760
8,464,4,2807
6,465,4,2824
6,466,4,2837
4,467,4,2869
10,468,4,2876
6,469,4,2884
4,470,4,2889
8,471,4,2895
2,472,4,2917
8,473,4,2937
6,474,4,2958
2,475,4,3115
6,476,4,3172
10,477,4,3183
8,478,5,1
8,479,5,21
8,480,5,31
8,481,5,32
6,482,5,34
8,483,5,45
10,484,5,51
8,485,5,92
6,486,5,116
6,487,5,119
8,488,5,188
10,489,5,201
8,490,5,213
2,491,5,216
10,492,5,236
10,493,5,240
6,494,5,243
4,495,5,258
6,496,5,260
6,497,5,281
6,498,5,285
4,499,5,293
6,500,5,299
8,501,5,301
4,502,5,313
6,503,5,329
8,504,5,369
8,505,5,381
10,506,5,382
6,507,5,418
8,508,5,431
6,509,5,434
8,510,5,472
6,511,5,473
10,512,5,474
6,513,5,475
10,514,5,477
10,515,5,478
10,516,5,479
6,517,5,480
6,518,5,486
8,519,6,2
10,520,6,3
6,521,6,4
10,522,6,5
8,523,6,6
8,524,6,7
6,525,6,8
6,526,6,10
8,527,6,11
6,528,6,13
8,529,6,15
8,530,6,16
8,531,6,17
4,532,6,19
4,533,6,21
10,534,6,22
8,535,6,24
6,536,6,25
8,537,6,26
6,538,6,27
6,539,6,29
8,540,6,30
8,541,6,31
10,542,6,32
8,543,6,36
8,544,6,38
6,545,6,40
8,546,6,41
8,547,6,42
2,548,6,45
8,549,6,48
8,550,6,52
8,551,6,53
6,552,6,55
6,553,6,56
8,554,6,65
6,555,6,68
10,556,6,72
6,557,6,73
4,558,6,74
8,559,6,75
8,560,6,76
8,561,6,77
8,562,6,79
6,563,6,83
2,564,6,85
8,565,6,87
6,566,6,88
10,567,6,92
8,568,6,94
6,569,6,95
6,570,6,103
6,571,6,106
6,572,6,108
8,573,6,109
8,574,6,111
8,575,6,112
8,576,6,116
8,577,6,117
6,578,6,119
8,579,6,124
6,580,6,125
10,581,6,126
6,582,6,127
6,583,6,129
6,584,6,131
10,585,6,133
6,586,6,135
6,587,6,136
6,588,6,139
6,589,6,142
2,590,6,144
4,591,6,145
6,592,6,146
6,593,6,149
6,594,6,150
6,595,6,153
4,596,6,155
8,597,6,158
6,598,6,159
6,599,6,161
6,600,6,163
6,601,6,164
8,602,6,166
6,603,6,167
8,604,6,168
8,605,6,170
8,606,6,174
6,607,6,175
4,608,6,176
6,609,6,177
8,610,6,179
6,611,6,181
8,612,6,182
10,613,6,186
6,614,6,187
4,615,6,190
8,616,6,192
8,617,6,193
6,618,6,195
6,619,6,196
6,620,6,199
10,621,6,202
8,622,6,204
6,623,6,205
8,624,6,206
6,625,6,207
6,626,6,209
10,627,6,210
8,628,6,213
10,629,6,214
6,630,6,216
6,631,6,217
6,632,6,219
8,633,6,220
8,634,6,222
8,635,6,224
10,636,6,225
6,637,6,227
6,638,6,229
4,639,6,234
6,640,6,235
6,641,6,237
8,642,6,238
4,643,6,240
6,644,6,245
6,645,6,246
8,646,6,247
6,647,6,252
2,648,6,254
6,649,6,255
10,650,6,256
8,651,6,257
10,652,6,258
8,653,6,259
10,654,6,260
2,655,6,266
8,656,6,268
6,657,6,269
6,658,6,271
10,659,6,272
6,660,6,275
8,661,6,277
8,662,6,278
6,663,6,280
6,664,6,281
6,665,6,283
6,666,6,284
10,667,6,285
10,668,6,286
8,669,6,287
6,670,6,288
8,671,6,289
8,672,6,290
8,673,6,291
10,674,6,292
6,675,6,293
6,676,6,294
6,677,6,295
6,678,6,296
8,679,6,297
6,680,6,298
10,681,6,299
8,682,6,301
10,683,6,302
8,684,6,304
6,685,6,305
6,686,6,308
10,687,6,310
6,688,6,311
8,689,6,313
6,690,6,314
6,691,6,315
6,692,6,316
6,693,6,329
6,694,6,330
8,695,6,333
6,696,6,334
6,697,6,337
6,698,6,344
8,699,6,350
6,700,6,351
6,701,6,353
8,702,6,355
6,703,6,359
8,704,6,363
8,705,6,366
6,706,6,367
10,707,6,369
6,708,6,370
6,709,6,372
4,710,6,375
8,711,6,377
8,712,6,381
8,713,6,382
10,714,6,386
6,715,6,390
6,716,6,394
6,717,6,395
8,718,6,396
6,719,6,398
6,720,6,399
6,721,6,402
10,722,6,404
6,723,6,406
6,724,6,408
8,725,6,411
6,726,6,412
6,727,6,413
8,728,6,418
8,729,6,419
6,730,6,423
6,731,6,427
6,732,6,431
6,733,6,432
6,734,6,436
6,735,6,437
6,736,6,439
6,737,6,440
8,738,6,442
6,739,6,443
4,740,6,445
6,741,6,447
6,742,6,451
10,743,6,452
8,744,6,461
6,745,6,463
10,746,6,471
10,747,6,472
6,748,6,473
10,749,6,474
6,750,6,475
8,751,6,476
8,752,6,477
10,753,6,478
6,754,6,479
8,755,6,480
6,756,6,485
6,757,6,486
8,758,6,487
10,759,6,493
6,760,6,498
8,761,6,499
8,762,6,505
2,763,6,508
8,764,6,510
6,765,6,517
6,766,6,530
6,767,6,532
8,768,6,534
6,769,6,536
8,770,6,539
10,771,6,540
6,772,6,541
8,773,6,542
4,774,6,545
10,775,6,553
6,776,6,559
2,777,6,565
6,778,6,567
6,779,6,570
10,780,6,572
10,781,6,575
6,782,6,580
6,783,6,582
6,784,6,584
8,785,6,585
6,786,6,593
10,787,6,597
8,788,6,600
6,789,6,602
8,790,6,603
6,791,6,604
8,792,6,607
8,793,6,610
6,794,6,613
6,795,6,618
6,796,6,619
6,797,6,692
6,798,6,693
8,799,6,696
8,800,6,700
8,801,6,703
4,802,6,705
8,803,6,707
8,804,6,709
6,805,6,741
10,806,6,745
8,807,6,754
8,808,6,755
6,809,6,758
8,810,6,764
6,811,6,766
9,812,7,1
9,813,7,45
6,814,7,51
9,815,7,116
8,816,7,131
10,817,7,212
10,818,7,292
6,819,7,313
10,820,7,375
10,821,7,386
4,822,7,471
6,823,7,472
5,824,7,473
6,825,7,475
10,826,7,476
7,827,7,478
8,828,7,511
9,829,7,572
6,830,7,648
8,831,7,652
8,832,7,779
3,833,7,822
8,834,7,840
8,835,7,841
10,836,7,850
9,837,7,851
10,838,7,869
3,839,7,874
10,840,7,898
7,841,7,1060
10,842,7,1089
8,843,7,1112
6,844,7,1119
6,845,7,1165
1,846,7,1219
8,847,7,1290
9,848,7,1319
10,849,7,1373
4,850,7,1593
7,851,7,1617
10,852,7,1755
3,853,7,1821
6,854,7,1826
9,855,7,1847
4,856,7,1854
3,857,7,1867
7,858,7,1876
9,859,7,1914
8,860,7,1970
9,861,7,2161
3,862,7,2302
9,863,7,2337
3,864,7,2456
2,865,7,2481
7,866,7,2597
10,867,7,2644
8,868,7,2672
6,869,7,2731
8,870,7,2746
4,871,7,2866
8,872,7,2915
1,873,7,2918
9,874,7,2952
2,875,7,3117
3,876,7,3144
3,877,7,3226
6,878,7,3244
8,879,7,3251
9,880,7,3312
7,881,7,3406
7,882,7,3475
8,883,7,3523
6,884,7,3537
3,885,7,3559
9,886,7,3705
9,887,7,3759
8,888,7,3779
9,889,7,3781
8,890,7,3940
8,891,7,3953
1,892,7,4014
9,893,7,4179
4,894,7,4209
9,895,7,4346
6,896,7,4351
8,897,7,4478
9,898,7,4652
7,899,7,4677
5,900,7,4682
4,901,7,4687
9,902,7,4735
9,903,7,4767
7,904,7,4773
2,905,7,4774
2,906,7,4798
9,907,7,4801
3,908,7,4806
2,909,7,4821
7,910,7,4824
2,911,7,4832
9,912,7,4833
8,913,7,4853
8,914,7,4859
7,915,7,4860
8,916,7,4862
2,917,7,4864
5,918,7,4868
5,919,7,4869
6,920,7,5127
7,921,7,5171
4,922,7,5172
7,923,7,5232
4,924,7,5243
3,925,7,5244
4,926,7,5256
7,927,7,5271
7,928,7,5296
4,929,7,5324
2,930,7,5330
6,931,7,5335
9,932,7,5345
7,933,7,5409
7,934,7,5419
9,935,7,5475
8,936,7,5584
9,937,7,5587
2,938,7,5593
1,939,7,5598
2,940,7,5609
2,941,7,5676
9,942,7,5692
5,943,7,5698
9,944,7,5706
7,945,7,5708
1,946,7,5711
6,947,7,5726
8,948,8,2
4,949,8,10
8,950,8,11
8,951,8,21
6,952,8,30
10,953,8,31
6,954,8,34
8,955,8,42
10,956,8,45
6,957,8,92
6,958,8,109
8,959,8,116
4,960,8,119
10,961,8,149
8,962,8,150
6,963,8,167
8,964,8,187
6,965,8,191
6,966,8,192
6,967,8,206
6,968,8,229
6,969,8,238
8,970,8,240
6,971,8,259
10,972,8,260
6,973,8,277
6,974,8,292
10,975,8,293
10,976,8,299
6,977,8,301
8,978,8,310
10,979,8,313
6,980,8,355
8,981,8,366
6,982,8,369
8,983,8,386
4,984,8,404
6,985,8,439
6,986,8,470
6,987,8,471
10,988,8,474
6,989,8,475
8,990,8,476
6,991,8,480
6,992,9,36
6,993,9,151
8,994,9,180
6,995,9,305
6,996,9,497
8,997,9,650
10,998,9,651
4,999,9,738
8,1000,9,775
10,1001,9,898
8,1002,9,1157
4,1003,9,1346
6,1004,9,1365
8,1005,9,1366
6,1006,9,1377
10,1007,9,1575
6,1008,9,1985
4,1009,9,2006
4,1010,9,2196
6,1011,9,2289
6,1012,9,2557
2,1013,9,2816
2,1014,9,3063
8,1015,9,3406
8,1016,9,3523
8,1017,9,3525
8,1018,9,3529
10,1019,9,3548
2,1020,9,3563
2,1021,9,3714
6,1022,9,3715
6,1023,9,3720
8,1024,9,3732
2,1025,9,3733
8,1026,9,3734
10,1027,9,3739
10,1028,9,3759
8,1029,9,3763
2,1030,9,3767
8,1031,9,3768
4,1032,9,3778
8,1033,9,3787
4,1034,9,3810
2,1035,10,240
7,1036,10,292
8,1037,10,472
7,1038,10,480
8,1039,10,640
1,1040,10,730
6,1041,10,769
6,1042,10,875
6,1043,10,931
7,1044,10,1219
8,1045,10,1283
1,1046,10,1786
7,1047,10,1847
1,1048,10,1914
2,1049,10,1970
1,1050,10,2042
8,1051,10,2456
6,1052,10,2651
9,1053,10,2915
9,1054,10,2995
8,1055,10,3312
6,1056,10,3347
7,1057,10,3486
6,1058,10,3622
6,1059,10,3753
8,1060,10,3759
6,1061,10,3764
6,1062,10,3839
6,1063,10,3898
7,1064,10,3961
8,1065,10,4015
8,1066,10,4213
6,1067,10,4349
8,1068,10,4350
9,1069,10,4360
7,1070,10,4412
8,1071,10,4460
7,1072,10,4482
10,1073,10,4485
7,1074,10,4736
10,1075,10,4740
7,1076,10,4767
7,1077,10,4773
6,1078,10,4806
10,1079,10,4823
5,1080,10,4862
7,1081,10,4867
2,1082,10,4868
7,1083,10,5167
5,1084,10,5212
9,1085,10,5222
6,1086,10,5293
6,1087,10,5321
10,1088,10,5324
6,1089,10,5449
8,1090,10,5454
5,1091,10,5463
6,1092,10,5627
10,1093,10,5706
10,1094,10,5711
6,1095,10,5782
9,1096,10,5786
3,1097,10,5788
7,1098,10,5872
7,1099,10,5967
6,1100,10,5984
7,1101,10,6003
9,1102,10,6031
5,1103,10,6063
4,1104,10,6067
6,1105,10,6100
4,1106,10,6124
5,1107,10,6139
7,1108,10,6189
9,1109,10,6208
1,1110,10,6228
8,1111,10,6323
9,1112,10,6339
6,1113,10,6358
6,1114,10,6366
1,1115,10,6370
10,1116,10,6425
5,1117,10,6438
7,1118,10,6449
6,1119,10,6454
7,1120,10,6468
7,1121,10,6471
5,1122,10,6476
6,1123,10,6477
6,1124,10,6606
10,1125,10,6612
7,1126,10,6650
5,1127,10,6687
7,1128,10,6692
7,1129,10,6702
4,1130,10,6708
7,1131,10,6740
6,1132,10,6808
7,1133,10,6831
8,1134,10,6857
6,1135,10,6872
6,1136,10,6950
10,1137,10,6967
10,1138,10,6999
9,1139,10,7059
8,1140,10,7090
8,1141,10,7102
6,1142,10,7104
7,1143,10,7105
10,1144,10,7123
2,1145,10,7187
6,1146,10,7197
8,1147,10,7346
8,1148,10,7347
8,1149,10,7387
5,1150,10,7405
7,1151,10,7433
9,1152,10,7440
2,1153,10,7442
4,1154,10,7453
1,1155,10,7499
1,1156,10,7503
8,1157,10,7515
8,1158,10,7569
9,1159,10,7605
8,1160,10,7612
2,1161,10,7743
7,1162,10,7880
10,1163,10,8014
8,1164,10,8055
10,1165,10,8089
10,1166,11,6
6,1167,11,10
8,1168,11,32
4,1169,11,39
6,1170,11,79
10,1171,11,92
10,1172,11,116
6,1173,11,119
6,1174,11,131
8,1175,11,135
6,1176,11,167
8,1177,11,238
8,1178,11,260
10,1179,11,285
10,1180,11,292
6,1181,11,302
4,1182,11,309
6,1183,11,310
8,1184,11,313
6,1185,11,350
10,1186,11,369
6,1187,11,375
8,1188,11,381
8,1189,11,386
6,1190,11,398
8,1191,11,414
10,1192,11,430
8,1193,11,473
10,1194,11,476
8,1195,11,511
8,1196,11,551
8,1197,11,553
8,1198,11,572
6,1199,11,778
10,1200,11,779
8,1201,11,841
8,1202,11,965
6,1203,11,970
6,1204,11,983
2,1205,11,988
10,1206,11,1000
8,1207,11,1061
8,1208,11,1076
6,1209,11,1083
10,1210,11,1089
8,1211,11,1091
8,1212,11,1101
8,1213,11,1107
8,1214,11,1110
6,1215,11,1118
6,1216,11,1170
10,1217,11,1174
8,1218,11,1182
10,1219,11,1189
10,1220,11,1219
8,1221,11,1249
4,1222,11,1267
8,1223,11,1290
8,1224,11,1291
4,1225,11,1356
10,1226,11,1381
8,1227,12,34
10,1228,12,133
10,1229,12,179
10,1230,12,209
9,1231,12,213
6,1232,12,225
7,1233,12,293
7,1234,12,443
8,1235,12,597
10,1236,12,603
9,1237,12,648
7,1238,12,893
10,1239,12,964
6,1240,12,997
10,1241,12,1189
7,1242,12,1265
7,1243,12,1437
6,1244,12,1680
10,1245,12,1787
10,1246,12,1793
8,1247,12,1860
10,1248,12,1876
10,1249,12,2506
9,1250,12,2710
9,1251,12,2746
8,1252,12,3622
10,1253,12,4213
10,1254,12,4740
10,1255,12,5449
10,1256,12,6208
10,1257,13,42
2,1258,13,248
6,1259,13,480
6,1260,13,816
8,1261,13,1095
6,1262,13,1120
8,1263,13,1131
8,1264,13,1189
6,1265,13,1473
6,1266,13,1495
4,1267,13,1766
10,1268,13,1786
8,1269,13,2273
4,1270,13,2338
6,1271,13,2410
10,1272,13,2456
8,1273,13,2482
6,1274,13,2545
8,1275,13,2571
8,1276,13,2597
8,1277,13,2601
8,1278,13,2619
8,1279,13,2641
6,1280,13,2655
8,1281,13,2659
6,1282,13,2699
10,1283,13,2742
8,1284,13,2827
6,1285,14,4
6,1286,14,7
2,1287,14,19
8,1288,14,25
8,1289,14,30
6,1290,14,34
10,1291,14,42
10,1292,14,79
6,1293,14,88
10,1294,14,92
8,1295,14,116
4,1296,14,119
6,1297,14,156
6,1298,14,187
10,1299,14,216
10,1300,14,229
8,1301,14,234
6,1302,14,240
6,1303,14,260
8,1304,14,277
4,1305,14,281
6,1306,14,287
8,1307,14,292
2,1308,14,301
8,1309,14,309
6,1310,14,310
8,1311,14,316
8,1312,14,350
6,1313,14,361
6,1314,14,367
6,1315,14,386
6,1316,14,396
6,1317,14,411
10,1318,14,412
6,1319,14,427
8,1320,14,439
6,1321,14,440
6,1322,14,451
8,1323,14,452
6,1324,14,470
8,1325,14,474
4,1326,14,475
8,1327,14,476
6,1328,14,480
2,1329,14,576
5,1330,15,1
2,1331,15,39
7,1332,15,42
2,1333,15,124
2,1334,15,137
6,1335,15,209
10,1336,15,212
8,1337,15,240
10,1338,15,260
2,1339,15,291
10,1340,15,292
6,1341,15,299
6,1342,15,472
10,1343,15,473
4,1344,15,479
7,1345,15,572
4,1346,15,608
8,1347,15,611
10,1348,15,834
10,1349,15,841
10,1350,15,845
8,1351,15,869
7,1352,15,893
10,1353,15,898
6,1354,15,956
6,1355,15,1063
9,1356,15,1142
5,1357,15,1284
10,1358,15,1355
10,1359,15,1365
8,1360,15,1366
7,1361,15,1381
6,1362,15,1420
10,1363,15,1477
5,1364,15,1557
9,1365,15,1597
8,1366,15,1786
6,1367,15,1914
8,1368,15,1970
9,1369,15,2014
5,1370,15,2042
10,1371,15,2178
10,1372,15,2184
8,1373,15,2398
10,1374,15,2407
7,1375,15,2423
8,1376,15,2439
10,1377,15,2456
3,1378,15,2477
6,1379,15,2571
8,1380,15,2696
6,1381,15,2731
8,1382,15,2746
7,1383,15,2750
3,1384,15,2869
6,1385,15,2915
8,1386,15,2952
10,1387,15,3159
7,1388,15,3251
10,1389,15,3312
8,1390,15,3523
7,1391,15,3759
4,1392,15,3772
10,1393,15,3779
6,1394,15,3961
7,1395,15,4003
6,1396,15,4186
7,1397,15,4396
6,1398,15,4473
5,1399,15,4677
7,1400,15,4772
5,1401,15,4862
9,1402,15,5669
6,1403,15,5690
9,1404,15,5691
6,1405,15,5758
7,1406,15,5961
4,1407,15,6031
4,1408,15,6062
7,1409,15,6087
6,1410,15,6206
8,1411,15,6222
6,1412,15,6303
7,1413,15,6323
8,1414,15,6356
7,1415,15,6369
8,1416,15,6394
5,1417,15,6405
6,1418,15,6476
7,1419,15,6613
10,1420,15,6734
9,1421,15,6759
7,1422,15,6778
4,1423,15,6896
6,1424,15,6966
4,1425,15,6967
6,1426,15,7078
6,1427,15,7147
8,1428,15,7187
2,1429,15,7220
8,1430,15,7289
7,1431,15,7344
9,1432,15,7392
8,1433,15,7412
4,1434,15,7499
8,1435,15,7503
3,1436,15,7521
9,1437,15,7560
9,1438,15,7587
3,1439,15,7595
4,1440,15,7652
4,1441,15,7665
5,1442,15,7752
4,1443,15,7783
10,1444,15,7785
4,1445,15,7792
4,1446,15,7798
2,1447,15,7799
8,1448,15,7967
9,1449,15,7987
6,1450,15,8168
10,1451,15,8284
6,1452,15,8286
7,1453,15,8353
7,1454,15,8399
10,1455,15,8478
7,1456,15,8482
7,1457,16,42
8,1458,16,45
9,1459,16,93
4,1460,16,163
6,1461,16,212
6,1462,16,240
8,1463,16,260
8,1464,16,261
7,1465,16,292
9,1466,16,441
6,1467,16,476
9,1468,16,486
8,1469,16,525
8,1470,16,558
8,1471,16,608
5,1472,16,611
7,1473,16,632
7,1474,16,640
8,1475,16,641
7,1476,16,651
8,1477,16,770
8,1478,16,802
8,1479,16,806
8,1480,16,807
7,1481,16,825
5,1482,16,827
8,1483,16,832
10,1484,16,833
8,1485,16,836
8,1486,16,839
8,1487,16,840
7,1488,16,844
8,1489,16,845
6,1490,16,850
9,1491,16,853
8,1492,16,854
8,1493,16,860
8,1494,16,875
9,1495,16,880
8,1496,16,888
8,1497,16,889
8,1498,16,895
8,1499,16,904
6,1500,16,908
8,1501,16,924
7,1502,16,1119
7,1503,16,1163
7,1504,16,1182
8,1505,16,1373
7,1506,16,1444
7,1507,16,1597
3,1508,16,1683
6,1509,16,1725
7,1510,16,1786
6,1511,16,1827
7,1512,16,1870
7,1513,16,1881
7,1514,16,1914
7,1515,16,1970
7,1516,16,2042
8,1517,16,2076
7,1518,16,2093
8,1519,16,2157
7,1520,16,2197
7,1521,16,2350
8,1522,16,2518
8,1523,16,2563
8,1524,16,2696
7,1525,16,2736
6,1526,16,2742
9,1527,16,2869
7,1528,16,3247
8,1529,16,3688
7,1530,16,3759
8,1531,16,3772
7,1532,16,4450
8,1533,16,5110
8,1534,16,5133
9,1535,16,6031
8,1536,16,6087
8,1537,16,6323
9,1538,16,6600
6,1539,16,6613
9,1540,16,6967
9,1541,17,1
7,1542,17,39
8,1543,17,42
9,1544,17,45
9,1545,17,92
8,1546,17,93
7,1547,17,116
10,1548,17,212
10,1549,17,240
10,1550,17,260
10,1551,17,292
9,1552,17,386
7,1553,17,441
9,1554,17,473
9,1555,17,474
9,1556,17,475
9,1557,17,476
8,1558,17,572
10,1559,17,611
8,1560,17,632
7,1561,17,638
9,1562,17,733
8,1563,17,737
8,1564,17,770
9,1565,17,771
8,1566,17,773
7,1567,17,778
7,1568,17,832
10,1569,17,838
10,1570,17,841
9,1571,17,844
9,1572,17,852
9,1573,17,853
9,1574,17,859
8,1575,17,864
10,1576,17,869
8,1577,17,880
8,1578,17,886
8,1579,17,887
